No,KODE (SKU/ID),Nama,Pad Code,Kode Ipos,Satuan,Kategori,Customer,Stock Aman,Stock Minimum,Harga FG,Last Update,User Update,Price Satuan,BOM Kode,Material Kode,Nama Material,Ratio
,IMP3301,IMPRA BOARD 630 X 730 X 3 MM (BIRU),,,LBR,,,0,0,10000,24/01/2026 10:55:06,System,Rp 10.000,,,,
,IMP3302,IMPRA BOARD 170 X 600 X 3 MM (BIRU),,,LBR,,,0,0,2500,24/01/2026 10:55:06,System,Rp 2.500,,,,
,IMP3312,JASA JAHIT DAN LEM IMPRA KECIL (BIRU),,,PCS,,,0,0,600,24/01/2026 10:55:06,System,Rp 600,,,,
,IMP3313,JASA JAHIT DAN LEM IMPRA,,,PCS,,,0,0,2500,24/01/2026 10:55:06,System,Rp 2.500,,,,
,IMP3315,IMPRA BOARD 150 X 417 X 2 MM (HIJAU),,,LBR,,,0,0,1500,24/01/2026 10:55:06,System,Rp 1.500,,,,
,IMP3339,BOX IMPRA UK 510 X 220 X 110 MM (WARNA MERAH BERTULISKAN URGENT 4 SISI),,,PCS,,,0,0,97000,24/01/2026 10:55:06,System,Rp 97.000,,,,
,IMP3340,BOX IMPRA UK 510 X 220 X 110 MM (WARNA PUTIH BERTULISKAN INDENT 4 SISI),,,PCS,,,0,0,97000,24/01/2026 10:55:06,System,Rp 97.000,,,,
,IMP3341,IMPRA BOX UK 510X220X110 MM + COVER (WARNA HIJAU BERTULISKAN KIRIM BALIK PRO 4 SISI),,,PCS,,,0,0,99600,24/01/2026 10:55:06,System,Rp 99.600,,,,
,IMP3342,IMPRA BOX UK 510X220X110 MM + COVER (WARNA MERAH BERTULISKAN KIRIM BALIK  OPI 4 SISI),,,PCS,,,0,0,99600,24/01/2026 10:55:06,System,Rp 99.600,,,,
,IMP3343,BOX IMPRA UK 510 X 220 X 110 MM (WARNA MERAH BERTULISKAN BUFFER 4 SISI),,,PCS,,,0,0,97000,24/01/2026 10:55:06,System,Rp 97.000,,,,
,IMP3393,EVA SPONGE 1000 X 2000 X 5 MM HITAM,,,LBR,,,0,0,50000,24/01/2026 10:55:06,System,Rp 50.000,,,,
,IMP3397,REPAIR BOX TYPE D30 RR + DINDING + SCREW + JAHIT NYLON,,,PCS,,,0,0,33000,24/01/2026 10:55:06,System,Rp 33.000,,,,
,IMP3416,JASA JAHIT BODY BIRU,,,PCS,,,0,0,2500,24/01/2026 10:55:06,System,Rp 2.500,,,,
,IMP3417,JASA JAHIT PARTISI PENDEK BIRU,,,PCS,,,0,0,600,24/01/2026 10:55:06,System,Rp 600,,,,
,IMP3418,JASA JAHIT PARTISI PANJANG BIRU,,,PCS,,,0,0,900,24/01/2026 10:55:06,System,Rp 900,,,,
,IMP3443,PARTISI (ISI 25) 335 X 275 X 130MM T 5/3MM,,,PCS,,,0,0,65900,24/01/2026 10:55:06,System,Rp 65.900,,,,
,IMP3447,"SARUNG KAIN HITAM BESAR UK 80,1X40,7 CM",,,PCS,,,0,0,52455,24/01/2026 10:55:06,System,Rp 52.455,,,,
,IMP3448,BOX Y + COVER LIPAT (MAGNET) (common For lensa YTB-HL),,,PCS,,,0,0,159000,24/01/2026 10:55:06,System,Rp 159.000,,,,
,IMP3455,EVA 2 MM HITAM 2 X 1200 X 2200 (HITAM),,,LBR,,,0,0,20000,24/01/2026 10:55:06,System,Rp 20.000,,,,
,IMP3456,PARTISI 8 KOLOM LENS LAPIS KAIN + PLASTIK,,,PCS,,,0,0,313100,24/01/2026 10:55:06,System,Rp 313.100,,,,
,IMP3569,IMPRA BOARD 800 X 700 X 5 MM (BIRU),,,PCS,,,0,0,19500,24/01/2026 10:55:06,System,Rp 19.500,,,,
,IMP3570,IMPRA BOARD 470 X 200 X 5 MM (BIRU),,,PCS,,,0,0,3300,24/01/2026 10:55:06,System,Rp 3.300,,,,
,IMP3571,PAKU KELING PIN  15 MM HITAM,,,PCS,,,0,0,275,24/01/2026 10:55:06,System,Rp 275,,,,
,IMP3572,"PLASTIK MIKA PVC 0,3 X 1300 X 50.000 MM NATURAL",,,ROL,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,IMP3573,"DOUBLE TAPE 2 "" PUTIH",,,DUS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,IMP3582,IMPRA BOARD 400 X 700 X 5 MM (BIRU),,,PCS,,,0,0,10000,24/01/2026 10:55:06,System,Rp 10.000,,,,
,IMP3635,BOX STARGER OUTSOLE (INCLUEDE TUTUP PLASTIK) UKURAN : 780 X 390 X 150 MM,,,PCS,,,0,0,85000,24/01/2026 10:55:06,System,Rp 85.000,,,,
,IMP3636,BOX STARGER OUTSOLE (INCLUEDE TUTP PLASTIK) UKURAN : 390 X 390 X 150MM,,,PCS,,,0,0,70000,24/01/2026 10:55:06,System,Rp 70.000,,,,
,IMP3641,CORNER SIKU  C 5MM HITAM,,,PCS,,,0,0,800,24/01/2026 10:55:06,System,Rp 800,,,,
,IMP3642,SCREWS F + AB #8 - 1/2 IN SILVER,,,PCS,,,0,0,200,24/01/2026 10:55:06,System,Rp 200,,,,
,IMP3652,BOX IMPRA TYPE D34T T.5 WARNA BIRU LAYER BAWAH 2 LAPIS,,,PCS,,,0,0,60000,24/01/2026 10:55:06,System,Rp 60.000,,,,
,IMP3655,IMPRA BOARD 340 X 950 X 5 MM (BIRU),,,PCS,,,0,0,12200,24/01/2026 10:55:06,System,Rp 12.200,,,,
,IMP3656,IMPRA BOARD 360 X 380 X 5 MM (BIRU),,,PCS,,,0,0,5350,24/01/2026 10:55:06,System,Rp 5.350,,,,
,IMP3657,IMPRA BOARD 400 X 280 X 5 MM (BIRU),,,PCS,,,0,0,4400,24/01/2026 10:55:06,System,Rp 4.400,,,,
,IMP3658,IMPRA BOARD 310 X 400 X 5 MM (BIRU),,,PCS,,,0,0,4900,24/01/2026 10:55:06,System,Rp 4.900,,,,
,IMP3659,IMPRA BOARD 270 X 640 X 5 MM (BIRU),,,PCS,,,0,0,6800,24/01/2026 10:55:06,System,Rp 6.800,,,,
,IMP3660,IMPRA BOARD 270 X 460 X 5 MM (BIRU),,,PCS,,,0,0,5050,24/01/2026 10:55:06,System,Rp 5.050,,,,
,IMP3661,IMPRA BOARD 270 X 390 X 5 MM (BIRU),,,PCS,,,0,0,4300,24/01/2026 10:55:06,System,Rp 4.300,,,,
,IMP3662,IMPRA BOARD 340 X 280 X 2 MM (BIRU),,,PCS,,,0,0,2400,24/01/2026 10:55:06,System,Rp 2.400,,,,
,IMP3663,CORRUGATED ( IMPRABOARD )/1200 X 1500 X 5MM,,,PCS,,,0,0,135000,24/01/2026 10:55:06,System,Rp 135.000,,,,
,IMP3664,IMPRA BOX (780 X 900 X 330MM),,,PCS,,,0,0,315000,24/01/2026 10:55:06,System,Rp 315.000,,,,
,IMP3665,IMPRA BOARD 2000 X 3000 X 5 MM (HITAM),,,LBR,,,0,0,204000,24/01/2026 10:55:06,System,Rp 204.000,,,,
,IMP3675,IMPRA BOARD 640 X 1125 X 5 MM (PUTIH),,,PCS,,,0,0,26000,24/01/2026 10:55:06,System,Rp 26.000,,,,
,IMP3676,IIMPRA BOARD 500 X 400 X 5 MM (PUTIH),,,PCS,,,0,0,6800,24/01/2026 10:55:06,System,Rp 6.800,,,,
,IMP3677,MODIFIKASI BOX IH-25 PASANG PLASTIC COVER + STICKER ORANGE,,,PCS,,,0,0,18500,24/01/2026 10:55:06,System,Rp 18.500,,,,
,IMP3733,PARTISI (ISI25) B74 GBWT 20 HOLE 280 X 280 X 70MM LUBANG 18,,,PCS,,,0,0,63270,24/01/2026 10:55:06,System,Rp 63.270,,,,
,IMP3734,IMPRA BOARD 760 X 690 X 3 MM (HIJAU),,,PCS,,,0,0,14000,24/01/2026 10:55:06,System,Rp 14.000,,,,
,IMP3735,IMPRA BOARD 170 X 435 X 3 MM (HIJAU),,,PCS,,,0,0,1800,24/01/2026 10:55:06,System,Rp 1.800,,,,
,IMP3736,IMPRA BOARD 170 X 680 X 3 MM (HIJAU),,,PCS,,,0,0,2800,24/01/2026 10:55:06,System,Rp 2.800,,,,
,IMP3737,IMPRA BOARD 425 X 610 X 2 MM (HIJAU),,,PCS,,,0,0,5000,24/01/2026 10:55:06,System,Rp 5.000,,,,
,IMP3742,IMPRA BOARD 830 X 1050 X 3 MM (HIJAU),,,PCS,,,0,0,30000,24/01/2026 10:55:06,System,Rp 30.000,,,,
,IMP3743,IMPRA BOARD 720 X 200 X 3 MM (HIJAU),,,PCS,,,0,0,4100,24/01/2026 10:55:06,System,Rp 4.100,,,,
,IMP3746,PARTISI TRAY D03B - EXT A 4 KOLOM ( COMMON BOX YTB LENSA),,,PCS,,,0,0,127900,24/01/2026 10:55:06,System,Rp 127.900,,,,
,IMP3748,COVER BOX P ( BOX PROSES ),,,PCS,,,0,0,46100,24/01/2026 10:55:06,System,Rp 46.100,,,,
,IMP3766,IMPRA BOX BEZEL H/LAMP (780 X 900 X 330MM),,,PCS,,,0,0,315000,24/01/2026 10:55:06,System,Rp 315.000,,,,
,IMP3777,IMPRA BOARD 265 X 330 X 5 MM (BIRU),,,PCS,,,0,0,3400,24/01/2026 10:55:06,System,Rp 3.400,,,,
,IMP3815,CORNER SIKU C5 TINGGI HITAM,,,PCS,,,0,0,1000,24/01/2026 10:55:06,System,Rp 1.000,,,,
,IMP3845,IMPRA BOARD 1150 X 870 X 5MM (HIJAU),,,PCS,,,0,0,60000,24/01/2026 10:55:06,System,Rp 60.000,,,,
,IMP3846,IMPRA BOARD 630 X 700 X 3 MM (HIJAU),,,PCS,,,0,0,9300,24/01/2026 10:55:06,System,Rp 9.300,,,,
,IMP3847,COVER VYNIL K1AL,,,PCS,,,0,0,11200,24/01/2026 10:55:06,System,Rp 11.200,,,,
,IMP4044,IMPRA BOARD 5 X 240 X 650 MM (ORANGE),,,PCS,,,0,0,5000,24/01/2026 10:55:06,System,Rp 5.000,,,,
,IMP4060,IMPRA BOARD ANTISTATIK 2000 X 3000 X 5 MM   (HITAM),,,PCS,,,0,0,230500,24/01/2026 10:55:06,System,Rp 230.500,,,,
,IMP4071,IMPRA BOARD 2000 X 3000 X 5 MM (ORANGE),,,LBR,,,0,0,204000,24/01/2026 10:55:06,System,Rp 204.000,,,,
,IMP4078,BOX IMPRA TYPE D30 RR NEW MODEL WARNA BIRU 5T SEKAT LAPIS JAHIT,,,PCS,,,0,0,75000,24/01/2026 10:55:06,System,Rp 75.000,,,,
,IMP4141,EVA SPONGE 30 X 1100 X 2000 MM HITAM,,,PCS,,,0,0,270000,24/01/2026 10:55:06,System,Rp 270.000,,,,
,IMP4157,IMPRA BOARD  220 X 480 x 5  MM (BIRU),,,PCS,,,0,0,4300,24/01/2026 10:55:06,System,Rp 4.300,,,,
,IMP4328,IMPRA BOARD 2000 X 3000 X 2 MM (HITAM),,,LBR,,,0,0,101760,24/01/2026 10:55:06,System,Rp 101.760,,,,
,IMP4329,IMPRA BOARD 2000 X 3000 X 5 MM (ORANGE),,,LBR,,,0,0,221800,24/01/2026 10:55:06,System,Rp 221.800,,,,
,IMP4372,EVA SPONGE 20 X 1100 X 2000 MM BIRU,,,PCS,,,0,0,250000,24/01/2026 10:55:06,System,Rp 250.000,,,,
,IMP4400,IMPRA BOX D30 RR NEW MODEL BOX + PARTISI 370X310X225 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,IMP4401,BOX IMPRA TYPE D34T NEW MODEL WARNA BIRU 5T TANPA PARTISI (MODEL PARTISI TERBARU),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,IMP4402,PARTISI EVA 460X290X85 (SPONGE BODY CALIPER) WARNA HITAM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,IMP4427,EVA SPONGE 5 X 1100 X 2000 MM HITAM,,,PCS,,,0,0,47500,24/01/2026 10:55:06,System,Rp 47.500,,,,
,IMP4460,EVA SPONGE 40 X 1100 X 2000 MM HITAM,,,PCS,,,0,0,360000,24/01/2026 10:55:06,System,Rp 360.000,,,,
,IMP4461,IMPRA LAYER UK 620X430X5MM BIRU MARKING : USE FOR INTERNAL SANSYU,,,PCS,,,0,0,19500,24/01/2026 10:55:06,System,Rp 19.500,,,,
,KRT,"SHEET 230 X 125 K200/M125X3/K150, BC/F BRUTO",,,PCS,,,0,0,17079,24/01/2026 10:55:06,System,Rp 17.079,,,,
,KRT 03689,MDF ECO M2,,,PCS,,,0,0,96000,24/01/2026 10:55:06,System,Rp 96.000,,,,
,KRT00001,"163 X 80,4 CM  K150/M125/K150  C/F  SCOORE  20,2+40+20,2",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00002,3M0A CARTON BOX FR SZ 727X407X186 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00003,3M0A CARTON BOX RR SZ 637X407X186 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00004,3M0A KARTON BOX MID ORNAMENT FRONT KMK 150 727X407X186MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00005,3M0A KARTON BOX MID ORNAMENT REAR KMK 150 637X407X186MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00006,3M0A LAYER FR SZ 720X400,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00007,3M0A LAYER KARTON BOX MID ORNAMENT FRONT KMK 125 720X400MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00008,3M0A LAYER KARTON BOX MID ORNAMENT REAR KMK 125 630X400MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00009,3M0A LAYER CARTON BOX RR SZ 620X400,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00010,82 X 140 K150/M125/K150 C/F BRUTO,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00011,95 X 125 K150/M125/K150 C/F BRUTO,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00012,ALAS KARTON 110 X 110 CM,,,LBR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00013,ALJ 20YM_CARTON BOX AVALON SPOILER SZ. 1100 X 185 X 110,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00014,ANFAL SHEET,,,KG,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00024,BIG CARTON LX110D JAPAN MODEL (K3120-3200),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00025,BL01 KARTON LAYER SHEET,,,LBR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00026,BOX 1000 X 1000 X 600MM MODEL BOX B1,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00027,BOX 1000 X 1000 X 600MM MODEL BOX TOP/BATOM  K125/M125X3/K125 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00031,BOX 1430X1070X330 SNI20,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00037,BOX 370X310X320 K125/M125X4 CB/F,,,EA,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00038,BOX 42X22X22 CM K150/M125/K150 CF,,,LBR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00039,BOX 42X33X22 CM K150/M125/K150 CF,,,LBR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00041,BOX 500 X 330 X 120 SNI17,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00043,BOX 50X40X30 CM K150/M125/K150 CF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00046,BOX POLOS (550X360X160MM K150/M125X3/K150 CBF),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00048,BOX 62X52X22 CM K150/M125/K150 BF,,,LBR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00049,CB 650X450X200 MM K150/M125X3/K150 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00053,BOX ACCESSORIES HONDA 170X60X320 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00054,BOX ADM JK 980202 - 8960,,,BOX,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00055,BOX ANGLE 340X100X100X8T,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00056,BOX ANGLE 340X55X55X8T,,,EA,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00057,BOX ANGLE 350X55X55X8T,,,EA,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00058,"BOX CARTON 980 X 70 X 60, SPM INNOVA 18",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00060,BOX CB-0D 45X33X14CM,,,PC,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00061,BOX COMPRESSOR+ACCESORIES 255X240X425MM,,,PC,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00063,BOX CROSS FLOW FAN BIG CAP 140X140X900,,,PC,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00064,BOX CROSS FLOW FAN R32 UK 11.5X11X65CM,,,SET,,,0,0,6000,24/01/2026 10:55:06,System,Rp 6.000,,,,
,KRT00066,BOX DECOR (PRINTING) BC/F 617X267X162,,,EA,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00067,"BOX DENGAN PARTISI BOX UK 42 X 27 X 35 K150/M125X3/K150 BCF PARTISI 41,5 X 26,5 @4 LBR/BOX M125X3 BF @4 LBR",,,SET,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00070,BOX DOCUMENT SIZE 360X100X250 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00071,BOX FILM D7 4'X10',,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00072,BOX FILM D7 4'X15',,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00073,BOX HONDA ACCESS 320X65X1065,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00074,BOX HONDA GENUINE PARTS 170X60X320MM + PARTISI,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00075,BOX NOTE BOOK ROCOMP 420X270X80MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00077,BOX POLOS 385 X 180 X 260,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00078,BOX PRINTING 2 WARNA UK 255 X 140 X 110,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00080,BOX SHEET 2400X1800 KMK125 C/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00081,BOX SUMITOMO UK 340X155X390MM 66CM X 45CM,,,CM,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00082,BOX SUMITOMO UK 510X340X300MM 40CM X 32CM 81CM X 28CM,,,CM,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00083,KARTON BOX 1400 X 350 X 250,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00084,KARTON BOX 1400 X 500 X 130,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00085,BOX TOP OPEN 1060 X 460 X 730 CARTON BOX (TOP OPEN),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00086,BOX UK. 25 X 5 X 33 CM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00087,BOX UK. 25 X 8 X 33 CM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00088,"BOX UK. 26 X 13,5 X 33 CM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00089,BOX UK. 370 X 310 X320 MM K125/M125X4 CB/F,,,KG,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00090,"BRAKET, OUTTER MIRROR LWR, LH UK. 240 X 190 X 110 TOP/BOTTOM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00091,BREMOL TEX,,,KG,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00092,BUBBLE P 50 MTR/ROLL,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00093,CARTON  BOX 250 X 85 X 95  K125/M125/K150 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00094,CARTON 170X135X770 K125/M125X4 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00095,CARTON 400X350X230 K150/M150/K150 CF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00096,CARTON 60 x 60 x 410 125/M125/K150 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00098,CARTON BOX 110 X 110 X 390 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00099,CARTON BOX 110 X 90 X 800  K125/M125/K150 BF DOUBLE,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00100,CARTON BOX 110 X 90 X 800 K125/M125X4 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00101,CARTON BOX 1100 X 50 X 500  K125/M125X4 CB/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00102,CARTON BOX 1100X120X750 K125/M125X4/ CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00104,CARTON BOX 1245X350X100 K200,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00105,CARTON BOX 130 X 130 X 470 K125/M125X4 CB/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00106,CARTON BOX 1330 X 210 X 1330 K200/M125/K200 CF + STOPER,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00107,CARTON BOX 1430X410X600MM K150/M125/K150 CF,,,PC,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00108,CARTON BOX 1500X630X420 MM (K150/M125/K150 C/F),,,PC,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00109,CARTON BOX 1610X630X420 MM (K150/M125/K150 C/F),,,PC,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00111,CARTON BOX 170 X 160 X 110 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00112,CARTON BOX 170 X 50 X 500 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00113,CARTON BOX 200 X 100 X 1340  K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00114,CARTON BOX 200 X 100 X 890  K125/M125/K150 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00115,CARTON BOX 200 X 140 X 150  K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00116,CARTON BOX 210 X 80 X175 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00117,CARTON BOX 215 X 80 X 175 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00118,CARTON BOX 220 X 110 X 790  K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00119,CARTON BOX 240 X 100 X 240 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00120,CARTON BOX 240 X 110 X 1050 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00121,CARTON BOX 250 X 85 X 95 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00123,CARTON BOX 260 X 150 X 950 K125/M125X4 CB/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00124,CARTON BOX 270X150X1200 K125/M125X4 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00125,CARTON BOX 28 X 50 X 200  K125/M125/K150 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00126,CARTON BOX 280 X 240 X 240 K125/M125X4 CB/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00127,CARTON BOX 280 X 50 X 200 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00128,CARTON BOX 290 X 70 X 1500 K125/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00129,CARTON BOX 290 X 70 X 1500 K125/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00130,CARTON BOX 378X283X250MM K200/M150X3/K200 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00132,CARTON BOX 415X230X110MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00136,CARTON BOX 510X380X175 K200,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00138,CARTON BOX 550 X 350 X 128,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00139,CARTON BOX 60 X 60 X 410  K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00140,CARTON BOX 600X380X175 K200,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00141,CARTON BOX 615 X 275 X 100,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00143,CARTON BOX 70 X 50 X 830 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00144,CARTON BOX 700X380X175 K200,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00146,CARTON BOX 760X260X95 K125/M125X4 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00148,CARTON BOX 80 X 80 X 680 K150/M125/K125 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT00151,CARTON BOX 810X320X140 MM (K150/M125/K150 C/F),,,PC,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
