
,,,,,LAPORAN PESANAN PENJUALAN DETAIL,,,,,,,,,,,,,,,,PERIODE : 01/01/26 - 28/02/26


,,,,,INSPIRASI MEDIA KREATIF

,,,,,JL. TUKAD BATANGHARI XI NO 2

,,,,,0361-4783465

,,,,,AC : 129-00-1116726-5 



,No Transaksi,,,,,,Tanggal,,,Dept.,,Kode Pel.




,5701690021,,,,,,1/7/2026,,,SALE,,PL0131

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM2606,,,,,CHECKLIST APAR,,,,,,,500.00,,,500.00,,PCS,,,,,"4,000.00",0.00,,,,"2,000,000.00"
,2,TRM2595,,,,,CHECKLIST TANGGA DORONG,,,,,,,500.00,,,500.00,,PCS,,,,,"8,500.00",0.00,,,,"4,250,000.00"
,3,TRM2602,,,,,CHECKLIST BODY HARNESS,,,,,,,500.00,,,500.00,,PCS,,,,,"8,500.00",0.00,,,,"4,250,000.00"
,4,TRM2596,,,,,CHECKLIST FALL ARRESTER,,,,,,,200.00,,,200.00,,PCS,,,,,"9,500.00",0.00,,,,"1,900,000.00"
,5,TRM2598,,,,,CHECKLIST EYEWASH,,,,,,,200.00,,,200.00,,PCS,,,,,"9,500.00",0.00,,,,"1,900,000.00"
,6,TRM2597,,,,,CHECKLIST HAND PALLET,,,,,,,200.00,,,200.00,,PCS,,,,,"10,500.00",0.00,,,,"2,100,000.00"


,,,,,,,,,,,,,,"2,100.00",,,,,,,,,,,,,,,"16,400,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,804,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"18,204,000.00"



,PO/2026/A/006/RMIP,,,,,,1/7/2026,,,SALE,,PL0136

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03849,,,,,LAYER CTN 316X206 MM,,,,,,,300.00,,,300.00,,PCS,,,,,520.00,0.00,,,,"156,000.00"
,2,KRT03850,,,,,LAYER CTN 350X310 MM,,,,,,,300.00,,,300.00,,PCS,,,,,849.00,0.00,,,,"254,700.00"
,3,KRT02767,,,,,CARTON BOX 540X490X242 MM,,,,,,,10.00,,,10.00,,PCS,,,,,"16,500.00",0.00,,,,"165,000.00"
,4,KRT05024,,,,,CARTON BOX 360X326X212 MM,,,,,,,200.00,,,200.00,,PCS,,,,,"10,242.00",0.00,,,,"2,048,400.00"
,5,KRT03725,,,,,KARTON BOX 326 X 216 X 154 MM,,,,,,,200.00,,,200.00,,PCS,,,,,"4,105.00",0.00,,,,"821,000.00"
,6,KRT03726,,,,,PARTISI CTN 316 X 206 X 135 MM,,,,,,,200.00,,,200.00,,PCS,,,,,"3,857.00",0.00,,,,"771,400.00"


,,,,,,,,,,,,,,"1,210.00",,,,,,,,,,,,,,,"4,216,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,0.00,,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"4,216,500.00"



,001/SP/I/2026,,,,,,1/8/2026,,,SALE,,PL0130

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,IMP4402,,,,,PARTISI EVA 460X290X85 (SPONGE BODY CALIPER) WARNA HITAM,,,,,,,0.00,,,0.00,,PCS,,,,,0.00,0.00,,,,0.00



,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00

,Pot. :,,0.00,,,,,Pajak :,,,0.00,,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,0.00



,001/ABM/TLJP/I/26,,,,,,1/8/2026,,,SALE,,PL0186

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05023,,,,,LAYER COAK,,,,,,,"2,000.00",,,"2,000.00",,PCS,,,,,"1,100.00",0.00,,,,"2,200,000.00"


,,,,,,,,,,,,,,"2,000.00",,,,,,,,,,,,,,,"2,200,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"242,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"2,442,000.00"



,KIPO26010069,,,,,,1/8/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0542,,,,,SPRING WASHER / RING PER M8 (S20C) (ZINC PLATED) (JH057),,,,,,,"2,000.00",,,"2,000.00",,PCS,,,,,69.00,0.00,,,,"138,000.00"

,2,TRM0350,,,,,FLAT WASHER / RING PLATE (S20C) M8 (ZINC PLATED) (JJ007),,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,69.00,0.00,,,,"69,000.00"

,3,TRM0161,,,,,FLAT WASHER / RING PLATE M6 (SUS304) (NB089-1),,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,247.00,0.00,,,,"247,000.00"

,4,TRM0591,,,,,SPRING WASHER / RING PER M6 (SUS304) (JH156),,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,247.00,0.00,,,,"247,000.00"

,5,TRM0590,,,,,SPRING WASHER / RING PER M4 (SUS304)  (NB829-1),,,,,,,"2,000.00",,,"2,000.00",,PCS,,,,,128.00,0.00,,,,"256,000.00"



,,,,,,,,,,,,,,"7,000.00",,,,,,,,,,,,,,,"957,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"105,270.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,062,270.00"



,SPG-PO-010/I-2026,,,,,,1/8/2026,,,SALE,,PL0168

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03574,,,,,"KARTON BOX SUZUKI 14"" UK 395X395X190 K150/M125X3/K150 CB/F",,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"11,700.00",0.00,,,,"11,700,000.00"



,,,,,,,,,,,,,,"1,000.00",,,,,,,,,,,,,,,"11,700,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,287,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"12,987,000.00"



,120126-0010,,,,,,1/8/2026,,,SALE,,PL0002

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03516,,,,,KARTON BOX VALVE 50 KG 220X160X145 KMK 125 BF,,,,,,,100.00,,,100.00,,SET,,,,,"2,500.00",0.00,,,,"250,000.00"



,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,"250,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"27,500.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"277,500.00"



,PO26-004-12,,,,,,1/8/2026,,,SALE,,PL0148

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM3897,,,,,KABEL FEDERAL ISI 3,,,,,,,1.00,,,1.00,,PCS,,,,,"560,000.00",0.00,,,,"560,000.00"
,2,TRM2417,,,,,TERMINAL 3 LUBANG 15330,,,,,,,5.00,,,5.00,,PCS,,,,,"46,500.00",0.00,,,,"232,500.00"
,3,TRM4459,,,,,TERMINAL 2 LUBANG 15321,,,,,,,3.00,,,3.00,,PCS,,,,,"42,000.00",0.00,,,,"126,000.00"
,4,TRM4460,,,,,SAKLAR LAMPU BROCO DOUBLE 16220,,,,,,,4.00,,,4.00,,PCS,,,,,"24,000.00",0.00,,,,"96,000.00"

,5,TRM0566,,,,,STECKER BROCO,,,,,,,5.00,,,5.00,,PCS,,,,,"14,250.00",0.00,,,,"71,250.00"
,6,TRM0175,,,,,KIPAS ANGIN PANASONIC  F EQ-405,,,,,,,5.00,,,5.00,,UNIT,,,,,"909,000.00",0.00,,,,"4,545,000.00"
,7,TRM4040,,,,,TERMINAL CH FEMALE MALE,,,,,,,80.00,,,80.00,,PCS,,,,,"3,000.00",0.00,,,,"240,000.00"


,,,,,,,,,,,,,,103.00,,,,,,,,,,,,,,,"5,870,750.00"

,Pot. :,,0.00,,,,,Pajak :,,,"645,782.50",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,516,532.50"



,PO26-003-12,,,,,,1/8/2026,,,SALE,,PL0148

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM2612,,,,,ACRYLIC BENING 1.2 X 2.4 M X 5MM,,,,,,,5.00,,,5.00,,SHEET,,,,,"1,275,000.00",0.00,,,,"6,375,000.00"
,2,TRM2854,,,,,PYLOX PUTIH,,,,,,,5.00,,,5.00,,PCS,,,,,"33,000.00",0.00,,,,"165,000.00"


,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,"6,540,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"719,400.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"7,259,400.00"



,PO26-006-12,,,,,,1/8/2026,,,SALE,,PL0148

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM1087,,,,,RUMAH LAMPU 120 CM,,,,,,,16.00,,,16.00,,PCS,,,,,"42,500.00",0.00,,,,"680,000.00"
,2,TRM2000,,,,,KABEL TIES 300 SIGMA,,,,,,,5.00,,,5.00,,PCK,,,,,"53,325.00",0.00,,,,"266,625.00"
,3,TRM3898,,,,,KONEKTOR LAMPU 30 CM,,,,,,,16.00,,,16.00,,PCS,,,,,"12,000.00",0.00,,,,"192,000.00"
,4,TRM4130,,,,,NIPPON RESIBON MATA GERINDA,,,,,,,20.00,,,20.00,,PCS,,,,,"21,600.00",0.00,,,,"432,000.00"
,5,TRM3864,,,,,SIKAT KAWAT UNION HI-11,,,,,,,5.00,,,5.00,,PCS,,,,,"45,000.00",0.00,,,,"225,000.00"
,6,TRM2253,,,,,DYNABOLT M8 X 40,,,,,,,50.00,,,50.00,,PCS,,,,,"1,377.00",0.00,,,,"68,850.00"
,7,TRM2254,,,,,DYNABOLT M10  X 60,,,,,,,50.00,,,50.00,,PCS,,,,,"1,982.00",0.00,,,,"99,100.00"
,8,TRM1372,,,,,SAKLAR OUTBOW ISI 4,,,,,,,5.00,,,5.00,,PCS,,,,,"108,000.00",0.00,,,,"540,000.00"
,9,TRM4483,,,,,LAMPU LED 120 CM SAFE LIGHT,,,,,,,16.00,,,16.00,,PCS,,,,,"112,500.00",0.00,,,,"1,800,000.00"


,,,,,,,,,,,,,,183.00,,,,,,,,,,,,,,,"4,303,575.00"

,Pot. :,,0.00,,,,,Pajak :,,,"473,393.25",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"4,776,968.25"



,PO26-013-1,,,,,,1/8/2026,,,SALE,,PL0148

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM3525,,,,,"STEEL WIRE BRUSH 8"" MULTI PRO",,,,,,,11.00,,,11.00,,PCS,,,,,"163,875.00",0.00,,,,"1,802,625.00"


,,,,,,,,,,,,,,11.00,,,,,,,,,,,,,,,"1,802,625.00"

,Pot. :,,0.00,,,,,Pajak :,,,"198,288.75",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"2,000,913.75"



,KIPO26010080,,,,,,1/8/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM3027,,,,,TESPEN (NB109-1),,,,,,,3.00,,,3.00,,PCS,,,,,"12,000.00",0.00,,,,"36,000.00"


,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,"36,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"3,960.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"39,960.00"



,KIPO26010071,,,,,,1/8/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0116,,,,,BOLT (BAUT L) M8XP1.25XL30MM (GALVANIZED) (NB407),,,,,,,300.00,,,300.00,,PCS,,,,,"1,620.00",0.00,,,,"486,000.00"

,2,TRM2462,,,,,BOLT (BAUT L) M10XP1.5XL30MM (GALVANIZED)(NB391-1),,,,,,,300.00,,,300.00,,PCS,,,,,"2,880.00",0.00,,,,"864,000.00"

,3,TRM0118,,,,,BOLT (BAUT L) M8XP1.25XL25MM (GALVANIZED) (NB031-1),,,,,,,500.00,,,500.00,,PCS,,,,,"2,208.00",0.00,,,,"1,104,000.00"

,4,TRM0430,,,,,BOLT (BAUT L) M10XP1.5XL20MM (GALVANIZED) (HC088),,,,,,,500.00,,,500.00,,PCS,,,,,"3,360.00",0.00,,,,"1,680,000.00"

,5,TRM0543,,,,,BOLT (BAUT HEXAGONAL) M6XP1.0XL15MM (GALVANIZED) (HA041),,,,,,,500.00,,,500.00,,PCS,,,,,247.00,0.00,,,,"123,500.00"

,6,TRM1195,,,,,BOLT (BAUT HEXAGONAL) M10XP1.5XL25MM (GALVANIZED) (HA078),,,,,,,500.00,,,500.00,,PCS,,,,,"1,750.00",0.00,,,,"875,000.00"



,,,,,,,,,,,,,,"2,600.00",,,,,,,,,,,,,,,"5,132,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"564,575.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"5,697,075.00"



,WP2601001,,,,,,1/8/2026,,,SALE,,PL0049

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT02336,,,,,MASTER BOX 23 X 18 X 9 CM,,,,,,,200.00,,,200.00,,PCS,,,,,"4,161.00",0.00,,,,"832,200.00"
,2,KRT02337,,,,,MASTER BOX 14 X 14 X 13 CM,,,,,,,300.00,,,300.00,,PCS,,,,,"3,150.00",0.00,,,,"945,000.00"
,3,KRT02338,,,,,MASTER BOX 58 X 31 X 25 CM,,,,,,,300.00,,,300.00,,PCS,,,,,"13,300.00",0.00,,,,"3,990,000.00"


,,,,,,,,,,,,,,800.00,,,,,,,,,,,,,,,"5,767,200.00"

,Pot. :,,0.00,,,,,Pajak :,,,"634,392.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,401,592.00"



,MRO/29057/PC/2026,,,,,,1/9/2026,,,SALE,,PL0049

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00449,,,,,PACKING MOTOR 04-UK 206X126X256 MM,,,,,,,100.00,,,100.00,,PC,,,,,"1,920.00",0.00,,,,"192,000.00"



,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,"192,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"21,120.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"213,120.00"



,POV2601044,,,,,,1/9/2026,,,SALE,,TR49

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4472,,,,,TEKIRO HEX KEY ELECTRO SET (KUNCI L ELEKTRONIK) HK-EL1198 0.71-3MM 1 SET (7PCS),,,,,,,3.00,,,3.00,,PCS,,,,,"33,750.00",0.00,,,,"101,250.00"

,2,TRM4473,,,,,HONEYWELL KACAMATA SAFETY KINGS KY8811A ANTI-SCRATCH - ANTI SINAR UV,,,,,,,20.00,,,20.00,,PCS,,,,,"62,843.00",0.00,,,,"1,256,860.00"



,,,,,,,,,,,,,,23.00,,,,,,,,,,,,,,,"1,358,110.00"

,Pot. :,,0.00,,,,,Pajak :,,,"149,392.10",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,507,502.10"



,KIPO26010094,,,,,,1/9/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0040,,,,,KEYLESS CAM LOCK TYPE MS720 (CL005),,,,,,,100.00,,,100.00,,PCS,,,,,"32,800.00",0.00,,,,"3,280,000.00"

,2,TRM0030,,,,,EYE BOLT M12X1.75XL20MM MATERIAL CASTING (ZINC PLATED) (HF003-1),,,,,,,200.00,,,200.00,,PCS,,,,,"20,295.00",0.00,,,,"4,059,000.00"

,3,TRM0031,,,,,EYE BOLT M16X2.0XL20MM MATERIAL CASTING (ZINC PLATED) (HF004),,,,,,,100.00,,,100.00,,PCS,,,,,"31,346.00",0.00,,,,"3,134,600.00"

,4,TRM0041,,,,,KNOB STAR COLOR BLACK FOR FILTER CASE (M10) (IDR0015-6401),,,,,,,150.00,,,150.00,,PCS,,,,,"32,000.00",0.00,,,,"4,800,000.00"

,5,TRM0038,,,,,HINGE (ENGSEL PANEL) BLACK 40X40X9MM (IDR0015-6400),,,,,,,100.00,,,100.00,,PCS,,,,,"29,000.00",0.00,,,,"2,900,000.00"

,6,TRM0037,,,,,HASP (LOCK DOOR HOPPER) TYPE PP-21-2 (SUS304) (DJ004),,,,,,,100.00,,,100.00,,PCS,,,,,"73,500.00",0.00,,,,"7,350,000.00"



,,,,,,,,,,,,,,750.00,,,,,,,,,,,,,,,"25,523,600.00"

,Pot. :,,0.00,,,,,Pajak :,,,"2,807,596.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"28,331,196.00"



,KIPO26010086,,,,,,1/9/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0020,,,,,"CASTER WHEEL NYLON (KASTOR RODA) 4"" W/O BRAKE (ODØ 101.6MM) SWIPEL FLANGE (SLOT 70MMX85MM Ø12) (CD037)",,,,,,,50.00,,,50.00,,PCS,,,,,"98,746.00",0.00,,,,"4,937,300.00"

,2,TRM0019,,,,,"CASTER WHEEL NYLON (KASTOR RODA) 4"" C/W BRAKE (ODØ 101.6MM) SWIPEL FLANGE (SLOT 70MMX85MM Ø12) (CD038)",,,,,,,50.00,,,50.00,,PCS,,,,,"131,532.00",0.00,,,,"6,576,600.00"

,3,TRM0073,,,,,SUPER SEAL SIZE : 7MM X 3MM X 15M (15MTR/ROLL) PTFE JOINT SEALENT (NB356-1),,,,,,,2.00,,,2.00,,ROL,,,,,"269,664.00",0.00,,,,"539,328.00"

,4,TRM0099,,,,,BOLT (BAUT JP) M4XP.07XL50MM (GALVANIZED) (NB488-1),,,,,,,500.00,,,500.00,,PCS,,,,,384.00,0.00,,,,"192,000.00"



,,,,,,,,,,,,,,602.00,,,,,,,,,,,,,,,"12,245,228.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,346,975.08",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"13,592,203.08"



,TLJP/26-0001,,,,,,1/9/2026,,,SALE,,PL0053

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00195,,,,,CARTON BOX DH15 380X280X270 CBF,,,,,,,600.00,,,600.00,,EA,,,,,"7,980.00",0.00,,,,"4,788,000.00"

,2,KRT00228,,,,,CARTON BOX DH 5 POLOS 820X450X680 MM K125/M125/K125 C/F,,,,,,,40.00,,,40.00,,EA,,,,,"22,700.00",0.00,,,,"908,000.00"



,,,,,,,,,,,,,,640.00,,,,,,,,,,,,,,,"5,696,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"626,560.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,322,560.00"



,002/SP/I/2026,,,,,,1/9/2026,,,SALE,,PL0130

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4373,,,,,PARTISI EVA INNER MASTER 01S WARNA BIRU,,,,,,,0.00,,,0.00,,PCS,,,,,0.00,0.00,,,,0.00



,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00

,Pot. :,,0.00,,,,,Pajak :,,,0.00,,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,0.00



,GBU/PO/C/01/2026/00014,,,,,,1/9/2026,,,SALE,,PL0087


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03423,,,,,"MASTER BOX CANARY M (UK 56X32,4X40 CM)",,,,,,,50.00,,,50.00,,PCS,,,,,"15,760.00",0.00,,,,"788,000.00"

,2,KRT03416,,,,,"MASTER BOX CANARY L (UK 73X40X46,5 CM)",,,,,,,50.00,,,50.00,,PCS,,,,,"22,200.00",0.00,,,,"1,110,000.00"



,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,"1,898,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"208,780.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"2,106,780.00"



,GBU/PO/C/01/2026/00017,,,,,,1/9/2026,,,SALE,,PL0087


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01136,,,,,"DUS BASKOM SEGI RUBY S 12"" (BB-004) UK. 54.6X50X33 CM",,,,,,,50.00,,,50.00,,PCS,,,,,"23,000.00",0.00,,,,"1,150,000.00"

,2,KRT03397,,,,,"DUS SEALWARE HAVANA M UK 55X37X69,5 CM",,,,,,,100.00,,,100.00,,PCS,,,,,"23,600.00",0.00,,,,"2,360,000.00"

,3,KRT03267,,,,,MASTERBOX SEALWARE SNAPY CONTAINER M (UK 54X27X39 CM),,,,,,,100.00,,,100.00,,PCS,,,,,"14,190.00",0.00,,,,"1,419,000.00"

,4,KRT01341,,,,,MASTER BOX SEALWARE BAHAMA L (UK. 78X55X53 CM),,,,,,,75.00,,,75.00,,PCS,,,,,"30,250.00",0.00,,,,"2,268,750.00"



,,,,,,,,,,,,,,325.00,,,,,,,,,,,,,,,"7,197,750.00"

,Pot. :,,0.00,,,,,Pajak :,,,"791,752.50",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"7,989,502.50"



,PRI/PO/26/I/0055,,,,,,1/9/2026,,,SALE,,PL0108

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT02625,,,,,"Paper Tray Meat Market (P195xL125xT25mm), Brown Kraft 350 gsm, Polos",,,,,,,"10,000.00",,,"10,000.00",,PCS,,,,,"1,050.00",0.00,,,,"10,500,000.00"



,,,,,,,,,,,,,,"10,000.00",,,,,,,,,,,,,,,"10,500,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,155,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"11,655,000.00"



,PO/KBP26-00043,,,,,,1/12/2026,,,SALE,,PL0112

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT02188,,,,,BOX KLOSET JONGKOK ISI 3 ORTA (BBP-BOX-SX),,,,,,,500.00,,,0.00,,PCS,,,,,"24,960.00",0.00,,,,"12,480,000.00"



,,,,,,,,,,,,,,500.00,,,,,,,,,,,,,,,"12,480,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,372,800.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"13,852,800.00"



,PO/KBP26-00040,,,,,,1/12/2026,,,SALE,,PL0112

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT02188,,,,,BOX KLOSET JONGKOK ISI 3 ORTA (BBP-BOX-SX),,,,,,,500.00,,,500.00,,PCS,,,,,"24,960.00",0.00,,,,"12,480,000.00"



,,,,,,,,,,,,,,500.00,,,,,,,,,,,,,,,"12,480,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,372,800.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"13,852,800.00"



,PUR-PO/0126/0064,,,,,,1/12/2026,,,SALE,,PL0076

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT02602,,,,,CARTON BOX 250X210X130,,,,,,,100.00,,,100.00,,PCS,,,,,"3,385.00",0.00,,,,"338,500.00"


,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,"338,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"37,235.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"375,735.00"



,NST/PO/TLJP/2026-002,,,,,,1/12/2026,,,SALE,,PL0141


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,IMP4461,,,,,IMPRA LAYER UK 620X430X5MM BIRU MARKING : USE FOR INTERNAL SANSYU,,,,,,,525.00,,,525.00,,PCS,,,,,"19,500.00",0.00,,,,"10,237,500.00"



,,,,,,,,,,,,,,525.00,,,,,,,,,,,,,,,"10,237,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,126,125.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"11,363,625.00"



,0001/PJ/CKRG/0126,,,,,,1/12/2026,,,SALE,,PL0137

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05027,,,,,BOX POLOS UK 85X85X320 K125/M125/K125,,,,,,,200.00,,,200.00,,PCS,,,,,"1,654.00",0.00,,,,"330,800.00"

,2,KRT05028,,,,,BOX POLOS UK 185X85X320 K125/M125/K125,,,,,,,200.00,,,200.00,,PCS,,,,,"2,750.00",0.00,,,,"550,000.00"

,3,KRT05029,,,,,BOX POLOS UK 260X85X320 K125/M125/K125,,,,,,,200.00,,,200.00,,PCS,,,,,"3,400.00",0.00,,,,"680,000.00"



,,,,,,,,,,,,,,600.00,,,,,,,,,,,,,,,"1,560,800.00"

,Pot. :,,0.00,,,,,Pajak :,,,0.00,,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,560,800.00"



,PO ASI/26/0035,,,,,,1/12/2026,,,SALE,,PL0096

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4471,,,,,STRAPING BAND EYZER 19MM ROLL,,,,,,,1.00,,,1.00,,ROL,,,,,"1,500,000.00",0.00,,,,"1,500,000.00"


,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,"1,500,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"165,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,665,000.00"



,A-26/MCM/PPIC/030,,,,,,1/12/2026,,,SALE,,PL0090

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

