Nama Cust,Tanggal,No PO,No Inv,No.,Kode Item,Nama Item,Jml,Satuan,Harga,Pot. ,Total, PPN , Total Akhir ,No FP,Ket
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,3,KRT02883,"OUT BOX DIABLO 3"" IP 3 PCS PET 30% (PM2246)","1,000.00",PCS,"1,294.00",0,"1,294,000.00", -   ," 1,294,000.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,4,KRT02465,"BULK BOX 4"" (PM2001)",300.00,PCS,"3,870.00",0,"1,161,000.00", -   ," 1,161,000.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,5,KRT01279,OUT BOX BOSCH VA 7INCH IP 5PCS 257X238X47 (PM2095),550.00,PCS,"3,973.00",0,"2,185,150.00", -   ," 2,185,150.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,6,KRT02565,OUT BOX BOSCH VA 4-5 INCH MP 20 PCS (PM2094),500.00,PCS,"2,955.00",0,"1,477,500.00", -   ," 1,477,500.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,7,KRT02889,"OUT BOX DIABLO 7"" IP 3PK PET 30% (PM2252)",500.00,PCS,"3,567.00",0,"1,783,500.00", -   ," 1,783,500.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,8,KRT02891,"OUT BOX DIABLO 7"" MP 15PK PET 30% SEG-TU (PM2254)",500.00,PCS,"5,351.00",0,"2,675,500.00", -   ," 2,675,500.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,9,KRT01332,OUTBOX BOSCH 4.5 2PACK IP5PCS (PM2195),600.00,PCS,"2,636.00",0,"1,581,600.00", -   ," 1,581,600.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EHWA INDONESIA,2/2/2026 14:05,PO2501-034,0414/JL/CKRG/0226,10,KRT02169,"OUTBOX SGA 14"" IP 3PCS (PM2223)",100.00,PCS,"3,977.00",0,"397,700.00", -   ," 397,700.00 ",,PO : PO2601-079 PO2601-028 PO2506-061 DO : DLV-2602023754
PT. EVERPRO INDONESIA TECHNOLOGIES,2/2/2026 14:06,PO20260123000050,0415/JL/CKRG/0226,1,KRT04061,(994819000010083) PACKAGING BOX/NEUTRAL LOGO PACKAGING/UK 370X370X430 MM,"3,040.00",PCS,"17,500.00",0,"53,200,000.00"," 5,852,000.00 "," 59,052,000.00 ",04002600023664464,PO : PO20260123000050 DO : DLV-2601303735 DLV-2601283686 DLV-2601273663 DLV-2601253636 DLV-2601233621 DLV-2601233606
PT. EVERPRO INDONESIA TECHNOLOGIES,2/2/2026 14:06,PO20260123000050,0415/JL/CKRG/0226,2,KRT04050,(994819000000192) CARTON 5 LAYERS CORRUGATED PAPER OUTER UK 375X375X375 MM HW EXCLUSIVE,800.00,PCS,"18,600.00",0,"14,880,000.00"," 1,636,800.00 "," 16,516,800.00 ",04002600023664464,PO : PO20260123000050 DO : DLV-2601303735 DLV-2601283686 DLV-2601273663 DLV-2601253636 DLV-2601233621 DLV-2601233606
PT. EVERPRO INDONESIA TECHNOLOGIES,2/2/2026 14:06,PO20260123000050,0415/JL/CKRG/0226,3,KRT03985,(998486000060432) PACKAGING/CARD BOARD/IVORY BOARD/WHITE/27 6MMX200MM/D100012,"12,000.00",PCS,900.00,0,"10,800,000.00"," 1,188,000.00 "," 11,988,000.00 ",04002600023664464,PO : PO20260123000050 DO : DLV-2601303735 DLV-2601283686 DLV-2601273663 DLV-2601253636 DLV-2601233621 DLV-2601233606
PT. EVERPRO INDONESIA TECHNOLOGIES,2/2/2026 14:06,PO20260123000050,0415/JL/CKRG/0226,4,KRT03780,(998486000060400) PACKING/BOX/E-SHAPED INNER CARTON BOX/NO PRINTING /E-SHAPED CORRUGATED PAPER/NATURAL COLOR/280x200x40MM/D500007,"2,300.00",PCS,"2,650.00",0,"6,095,000.00"," 670,450.00 "," 6,765,450.00 ",04002600023664464,PO : PO20260123000050 DO : DLV-2601303735 DLV-2601283686 DLV-2601273663 DLV-2601253636 DLV-2601233621 DLV-2601233606
PT. EVERPRO INDONESIA TECHNOLOGIES,2/2/2026 14:06,PO20260123000050,0415/JL/CKRG/0226,5,KRT03781,(998486000060401) PACKING/BOX/F-SHAPED OUTER CARTON/BLACK PRINTING/DOUBLE-LAYER CORRUGATED PAPER/NATURAL COLOR/440X300X485MM/D500051,130.00,PCS,"18,960.00",0,"2,464,800.00"," 271,128.00 "," 2,735,928.00 ",04002600023664464,PO : PO20260123000050 DO : DLV-2601303735 DLV-2601283686 DLV-2601273663 DLV-2601253636 DLV-2601233621 DLV-2601233606
PT. EVERPRO INDONESIA TECHNOLOGIES,2/2/2026 14:08,PO20251215000157,0416/JL/CKRG/0226,1,KRT04061,(994819000010083) PACKAGING BOX/NEUTRAL LOGO PACKAGING/UK 370X370X430 MM,800.00,PCS,"17,500.00",0,"14,000,000.00"," 1,540,000.00 "," 15,540,000.00 ",04002600023664465,PO : PO20251215000157 DO : DLV-2601233605 DLV-2601223599
PT. Essilorluxottica Professional Solutions Indonesia,2/2/2026 19:41,PO-000006550,0525/JL/CKRG/0226,1,KRT01579,CARTON BOX 360X242X250MM (NON PRINTED) (CSUCMMS002156),60.00,PCS,"4,900.00",0,"294,000.00"," 32,340.00 "," 326,340.00 ",,PO : PO-000006550 DO : DLV-2602023757
PT. Essilorluxottica Professional Solutions Indonesia,2/2/2026 19:41,PO-000006550,0525/JL/CKRG/0226,2,KRT01580,CARTON BOX 495X360X250MM (NON PRINTED) (CSUCMMS002157),100.00,PCS,"7,600.00",0,"760,000.00"," 83,600.00 "," 843,600.00 ",,PO : PO-000006550 DO : DLV-2602023757
PT. Essilorluxottica Professional Solutions Indonesia,2/2/2026 19:41,PO-000006550,0525/JL/CKRG/0226,3,KRT01587,BOX FRAME 15X6.5X4CM (CSUCMMS002913),500.00,PCS,800.00,0,"400,000.00"," 44,000.00 "," 444,000.00 ",,PO : PO-000006550 DO : DLV-2602023757
PT. FUKOKU TOKAI RUBBER INDONESIA,2/2/2026 20:53,022-CM-B-0126,0535/JL/CKRG/0226,1,KRT02895,CARTON BOX TRAD 335X335X260MM K150/M125X3/K150 BC/F,100.00,SHEET,"9,900.00",0,"990,000.00"," 108,900.00 "," 1,098,900.00 ",,PO : 022-CM-B-0126 DO : DLV-2601283682
PT. TRIDAYA PERSANUSA PRATAMA,2/2/2026 20:59,0109/PB/UTM/0126,0537/JL/CKRG/0226,1,KRT00012,ALAS KARTON 110 X 110 CM,250.00,LBR,"15,125.00",0,"3,781,250.00"," 415,937.50 "," 4,197,187.50 ",,PO : 0109/PB/UTM/0126 DO : DLV-2602023759
PT. SIGMA PACK GEMILANG,2/2/2026 21:35,SPG-PO/460/XII-2025,0547/JL/CKRG/0226,1,KRT03547,CB.DPT-IC0G-M034 K200/M125/K200 B/F 570X190X190,220.00,PCS,"6,559.00",0,"1,442,980.00"," 158,727.80 "," 1,601,707.80 ",,PO : SPG-PO/460/XII-2025 DO : DLV-2602023760
PT. KAWATA INDONESIA,2/3/2026 9:17,KIPO25100184,0422/JL/CKRG/0226,1,TRM0072,STEREO FOAM 3MM (NB233),2.00,ROL,"641,520.00",0,"1,283,040.00"," 141,134.40 "," 1,424,174.40 ",04002600024483734,PO : KIPO25100184DO NO. : 12366-030226-KIPO25100184
PT. DAE HWA INDONESIA,2/3/2026 10:02,TLJ/25-0108,0434/JL/CKRG/0226,1,KRT00193,CARTON BOX DH12 380X290X150 SINGLE,45.00,EA,"4,450.00",0,"200,250.00"," 22,027.50 "," 222,277.50 ",04002600025426692,PO : TLJ/25-0108 DO : DLV-2602033783
PT. DAE HWA INDONESIA,2/3/2026 10:11,TLJP/26-0005,0435/JL/CKRG/0226,1,KRT01266,PAPER ANGEL 50X50X10X1200,20.00,EA,"16,000.00",0,"320,000.00"," 35,200.00 "," 355,200.00 ",04002600025426681,PO : TLJP/26-0005 DO : DLV-2602033785
PT. DAE HWA INDONESIA,2/3/2026 10:11,TLJP/26-0005,0435/JL/CKRG/0226,2,KRT01390,PAPER ANGEL 50X50X10X1000,50.00,EA,"15,500.00",0,"775,000.00"," 85,250.00 "," 860,250.00 ",04002600025426681,PO : TLJP/26-0005 DO : DLV-2602033785
PT. DAE HWA INDONESIA,2/3/2026 10:11,TLJP/26-0005,0435/JL/CKRG/0226,3,KRT02983,PAPER ANGEL 50X50X10X1020,35.00,PCS,"15,700.00",0,"549,500.00"," 60,445.00 "," 609,945.00 ",04002600025426681,PO : TLJP/26-0005 DO : DLV-2602033785
PT. DAE HWA INDONESIA,2/3/2026 10:15,TLJ/26-0002,0436/JL/CKRG/0226,1,KRT00228,CARTON BOX DH 5 POLOS 820X450X680 MM K125/M125/K125 C/F,100.00,EA,"22,700.00",0,"2,270,000.00"," 249,700.00 "," 2,519,700.00 ",04002600025426668,PO : TLJ/26-0002 DO : DLV-2602033784
PT. DAE HWA INDONESIA,2/3/2026 10:18,TLJ/26-0006,0437/JL/CKRG/0226,1,KRT00189,CARTON BOX DFI 690X510X450 MM K125/M125X3/K125 CB/F,85.00,EA,"21,480.00",0,"1,825,800.00"," 200,838.00 "," 2,026,638.00 ",04002600025426676,PO : TLJ/26-0006 DO : DLV-2602033781
PT. DAE HWA INDONESIA,2/3/2026 10:23,TLJ/26-0004,0438/JL/CKRG/0226,1,KRT00193,CARTON BOX DH12 380X290X150 SINGLE,100.00,EA,"4,450.00",0,"445,000.00"," 48,950.00 "," 493,950.00 ",04002600025426687,PO : TLJ/26-0004 DO : DLV-2602033782
PT. DAE HWA INDONESIA,2/3/2026 10:23,TLJ/26-0004,0438/JL/CKRG/0226,2,KRT02722,CARTON BOX DH8 POLOS 727X380X320MM K200/M125/K200 C/F,300.00,PCS,"12,800.00",0,"3,840,000.00"," 422,400.00 "," 4,262,400.00 ",04002600025426687,PO : TLJ/26-0004 DO : DLV-2602033782
PT. DAIWA SINERGI KARYATAMA,2/3/2026 15:20,024/TLJ/DSK/XII/25,0516/JL/CKRG/0226,1,KRT04951,PARTISI SENSOR K07A,70.00,PCS,"6,300.00",0,"441,000.00"," 48,510.00 "," 489,510.00 ",04002600028731789,PO : 024/TLJ/DSK/XII/25 DO : DLV-2602023766
PT. Essilorluxottica Professional Solutions Indonesia,2/3/2026 19:47,PO-000010316,0526/JL/CKRG/0226,1,KRT02787,DUS DISPATH COKLAT SEDANG 175X100X100MM (CSUCMMS003276),600.00,PCS,900.00,0,"540,000.00"," 59,400.00 "," 599,400.00 ",,PO : PO-000010316 DO : DLV-2602033790
PT. Essilorluxottica Professional Solutions Indonesia,2/3/2026 19:47,PO-000010316,0526/JL/CKRG/0226,2,KRT01608,BOX BULK POLOS TERTUTUP 8.8X49X18 CM (ISUPROIS00023),300.00,PCS,"3,400.00",0,"1,020,000.00"," 112,200.00 "," 1,132,200.00 ",,PO : PO-000010316 DO : DLV-2602033790
PT. Essilorluxottica Professional Solutions Indonesia,2/3/2026 20:08,PO-000006186,0527/JL/CKRG/0226,1,KRT01557,BOX BULK LOGO PACKING 40X50X40 (CSUCMMS002871),20.00,PCS,"14,900.00",0,"298,000.00"," 32,780.00 "," 330,780.00 ",,PO : PO-000006186 DO : DLV-2602033793
PT. Essilorluxottica Professional Solutions Indonesia,2/3/2026 20:09,PO-000002818,0528/JL/CKRG/0226,1,KRT02405,DUS DISPATH COKLAT BESAR 230 X 175 X 100 MM (CSUCMMS003443),300.00,PCS,"2,000.00",0,"600,000.00"," 66,000.00 "," 666,000.00 ",,PO : PO-000002818 DO : DLV-2602033792
PT. Essilorluxottica Professional Solutions Indonesia,2/3/2026 20:11,PO-000007818,0529/JL/CKRG/0226,1,KRT02788,DUS DISPATH COKLAT KECIL 175X100X72MM (CSUCMMS003275),"1,000.00",PCS,800.00,0,"800,000.00"," 88,000.00 "," 888,000.00 ",,PO : PO-000007818 DO : DLV-2602033791
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,1,KRT02896,CARTON BOX (IND) 335X265X100MM,400.00,SHEET,"5,800.00",0,"2,320,000.00"," 255,200.00 "," 2,575,200.00 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,2,KRT01217,LAYER 1050X1050MM (K150/M125X3/K150 CBF),10.00,PCS,"12,300.00",0,"123,000.00"," 13,530.00 "," 136,530.00 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,3,KRT02897,CARTON BOX 011 SF 180X275X80MM,200.00,PCS,"1,900.00",0,"380,000.00"," 41,800.00 "," 421,800.00 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,4,KRT01218,CARTON BOX HOP TORQUE 305X305X216MM (PRINTING) K150/M125X3/K150 CBF,50.00,PCS,"7,100.00",0,"355,000.00"," 39,050.00 "," 394,050.00 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,5,KRT01221,CARTON BOX ISUZU P/N. 8974968572 UK: 375X280X175MM (K150/M125X3/K150 CB/F),150.00,SET,"13,063.00",0,"1,959,450.00"," 215,539.50 "," 2,174,989.50 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,6,KRT01301,CARTON BOX 1533660451 CARTON BOX : 375X280X175 MM,100.00,SET,"9,000.00",0,"900,000.00"," 99,000.00 "," 999,000.00 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,7,KRT02898,CARTON BOX 1533660412 375X280X175MM,150.00,SET,"10,000.00",0,"1,500,000.00"," 165,000.00 "," 1,665,000.00 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:46,008-CM-B-0126,0533/JL/CKRG/0226,8,KRT02725,CARTON BOX ME017116 355X355X97 MM (TANPA PARTISI),130.00,PCS,"7,300.00",0,"949,000.00"," 104,390.00 "," 1,053,390.00 ",,PO : 008-CM-B-0126 DO : DLV-2602033789 DLV-2512183162 DLV-2601283683
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:50,012-CM-B-0126,0534/JL/CKRG/0226,1,KRT02903,"CARTON BOX ""TAM"" UK 150X150X50MM K200.M125/K150 BF",400.00,SHEET,"1,500.00",0,"600,000.00"," 66,000.00 "," 666,000.00 ",,PO : 012-CM-B-0126 DO : DLV-2602033788
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:50,012-CM-B-0126,0534/JL/CKRG/0226,2,KRT02904,"CARTON BOX ""ADM"" UK 150X150X50MM K200.M125/K150 BF",400.00,PCS,"1,550.00",0,"620,000.00"," 68,200.00 "," 688,200.00 ",,PO : 012-CM-B-0126 DO : DLV-2602033788
PT. FUKOKU TOKAI RUBBER INDONESIA,2/3/2026 20:50,012-CM-B-0126,0534/JL/CKRG/0226,3,KRT02106,CARTON BOX TAM IMV 150X150X65 MM (K150/M125/K150/B/F),400.00,PCS,"1,400.00",0,"560,000.00"," 61,600.00 "," 621,600.00 ",,PO : 012-CM-B-0126 DO : DLV-2602033788
PT. YAMATOGOMU INDONESIA,2/4/2026 8:36,26010059,0476/JL/CKRG/0226,1,KRT00319,KARTON BOX NS-6,500.00,PCS,"18,695.00",0,"9,347,500.00", -   ," 9,347,500.00 ",,PO : 26010059 DO : DLV-2602043804
PT. EHWA INDONESIA,2/4/2026 9:21,PO2501-034,0477/JL/CKRG/0226,1,KRT01279,OUT BOX BOSCH VA 7INCH IP 5PCS 257X238X47 (PM2095),"1,450.00",PCS,"3,973.00",0,"5,760,850.00", -   ," 5,760,850.00 ",,PO : PO2601-079 DO : DLV-2602043805
PT. EHWA INDONESIA,2/4/2026 9:21,PO2501-034,0477/JL/CKRG/0226,2,KRT02889,"OUT BOX DIABLO 7"" IP 3PK PET 30% (PM2252)","1,000.00",PCS,"3,567.00",0,"3,567,000.00", -   ," 3,567,000.00 ",,PO : PO2601-079 DO : DLV-2602043805
PT. EHWA INDONESIA,2/4/2026 9:21,PO2501-034,0477/JL/CKRG/0226,3,KRT02169,"OUTBOX SGA 14"" IP 3PCS (PM2223)","1,000.00",PCS,"3,977.00",0,"3,977,000.00", -   ," 3,977,000.00 ",,PO : PO2601-079 DO : DLV-2602043805
PT. KAWATA INDONESIA,2/4/2026 9:23,KIPO26020016,0478/JL/CKRG/0226,1,TRM3030,"BRASS BALL VALVE 40A (LONG HANDLE ORANGE) MDT MODEL BV-600(1 1/2"") (CS099-1)",3.00,PCS,"420,000.00",0,"1,260,000.00"," 138,600.00 "," 1,398,600.00 ",04012600024483731,PO : KIPO26020016DEL. NO : 12372-040226-KIPO26020016
PT. KAWATA INDONESIA,2/4/2026 9:31,KIPO26020015,0479/JL/CKRG/0226,1,TRM0054,PLASTIC CLIP CLEAR 10CMX7CM [100PCS/PCK] (NB067-1),10.00,PCK,"6,100.00",0,"61,000.00"," 6,710.00 "," 67,710.00 ",04002600026281974,PO : KIPO26020015DEL. NO : 12373-040226-KIPO26020015
PT. KAWATA INDONESIA,2/4/2026 9:31,KIPO26020015,0479/JL/CKRG/0226,2,TRM0079,BUBBLE SHEET (NB058),3.00,ROL,"156,245.00",0,"468,735.00"," 51,560.85 "," 520,295.85 ",04002600026281974,PO : KIPO26020015DEL. NO : 12373-040226-KIPO26020015
PT. KAWATA INDONESIA,2/4/2026 9:32,KIPO26010243,0480/JL/CKRG/0226,1,TRM1370,METAL CONNECTOR SINOCONTEC PLUG+ FLANGE SOCKET 19M-4A+4E (4PIN) ZINC ALLOY,1.00,SET,"136,000.00",0,"136,000.00"," 14,960.00 "," 150,960.00 ",04002600026281954,PO : KIPO26010243DEL. NO : 12374-040226-KIPO26010243
PT. KAWATA INDONESIA,2/4/2026 9:38,KIPO26010263,0481/JL/CKRG/0226,1,TRM0670,SPRING WASHER / RING PER M5 (S20C) (ZINC PLATED) (JB003),"1,000.00",PCS,44.00,0,"44,000.00"," 4,840.00 "," 48,840.00 ",04002600026281952,PO : KIPO26010263DEL. NO : 12375-040226-KIPO26010263
PT. KAWATA INDONESIA,2/4/2026 9:38,KIPO26010263,0481/JL/CKRG/0226,2,TRM0301,SPRING WASHER / RING PER M6 (SS400) (ZINC PLATED) (NB345),"2,000.00",PCS,48.00,0,"96,000.00"," 10,560.00 "," 106,560.00 ",04002600026281952,PO : KIPO26010263DEL. NO : 12375-040226-KIPO26010263
PT. KAWATA INDONESIA,2/4/2026 9:38,KIPO26010263,0481/JL/CKRG/0226,3,TRM0348,FLAT WASHER / RING PLATE (SS400) M6 (GALVANIZED) (NB033),"1,000.00",PCS,48.00,0,"48,000.00"," 5,280.00 "," 53,280.00 ",04002600026281952,PO : KIPO26010263DEL. NO : 12375-040226-KIPO26010263
PT. KAWATA INDONESIA,2/4/2026 9:38,KIPO26010263,0481/JL/CKRG/0226,4,TRM0296,HEX. NUT /  MUR (S20C) M6X1.0 (GALVANIZED) (JA006),500.00,PCS,190.00,0,"95,000.00"," 10,450.00 "," 105,450.00 ",04002600026281952,PO : KIPO26010263DEL. NO : 12375-040226-KIPO26010263
PT. KAWATA INDONESIA,2/4/2026 9:38,KIPO26010263,0481/JL/CKRG/0226,5,TRM0347,FLAT WASHER / RING PLATE (SS400) M4 (GALVANIZED) (NB512),"2,000.00",PCS,34.00,0,"68,000.00"," 7,480.00 "," 75,480.00 ",04002600026281952,PO : KIPO26010263DEL. NO : 12375-040226-KIPO26010263
